order,text,rating,product
3691,Non si capisce come fare per cambiare orario. Il problema è che ogni volta che si mette a caricare perde l'ora e non si sincronizza facilmente.,3.0 out of 5 stars,Fitbit FB507BKBK Versa
3703,Always with me,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3709,I really like this product 👌,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3715,My complaint is with Amazon for not taking my call . This versa2 has stopped working after 2 months . Amazon & Fit bit are both appalling,1.0 out of 5 stars,Fitbit FB507BKBK Versa
3716,Good,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3719,"Fit bit should provide glass cover along with the device.
Product is good manufactured in July 2020.Which I was happy to check this.
Also it is accurate as compared to other product in the market.",4.0 out of 5 stars,Fitbit FB507BKBK Versa
3723,"Regalo para mi mujer, se ve muy bonito.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3724,Hat meine Erwartungen übertroffen .Bin begeistert gerne wieder👍👍👍,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3725,Non so l'ho regalato,4.0 out of 5 stars,Fitbit FB507BKBK Versa
3728,"Premetto che credo nella qualità del prodotto in assoluto, ma per me personalmente non è adatto. Ricevuto, provato, imballato e rispedito. Mi sono trovata da subito malissimo con il software e l’app. Purtroppo abituata all’immediatezza e praticità di Apple, non sono riuscita ad apprezzarlo. Quadrante e cinturino troppo grandi per il mio polso: è risultato da subito scomodo e brutto alla vita quando indossato. Peccato, credevo di aver fatto un ottimo affare.",1.0 out of 5 stars,Fitbit FB507BKBK Versa
3729,Ottimo smartwatch peccato solo per il programma di Fitbit che si collega a singhiozzo e fa letteralmente schifo non permettendo l'utilizzo dell'orologio nel modo corretto e non permettendo di fare nulla. Non arrivano notifiche e non ai aggiorna in tempo reale. Costretta a rendere anche l'orologio per colpa dell'app Fitbit,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3735,"Love the fact that it’s up to date to the exact second, it’s comfortable to wear and is very stylish",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3738,"Super Zufrieden, mit Prime am nächsten Tag schon da!",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3741,Not really,2.0 out of 5 stars,Fitbit FB507BKBK Versa
3744,Worth for money..nice watch,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3748,"Zeigt immer falsche Ergebnisse an und das bei fast allen Funktionen > Kalorienverbrauch, Schlafanalyse, Schritte > eigentlich Schrott",1.0 out of 5 stars,Fitbit FB507BKBK Versa
3751,I like that it keep struck of my steps and my sleep as I know what I am doing then,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3753,"Ok now but had to return as the item did not work. However, good support from Fitbit and new watch sent within five days.good",3.0 out of 5 stars,Fitbit FB507BKBK Versa
3756,Good tracker looks smart,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3765,Daughter loved enough said lol,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3766,Loved it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3767,"If I could give 0 I would. My versa 2 worked for 4 hours then wouldn't return to the screen, just flashing the Fitbit logo and could not reboot it as it would not allow me. Fitbit company did not return any emails I sent",1.0 out of 5 stars,Fitbit FB507BKBK Versa
3768,"2nd time round , as a upgrade, I’ve no problems with this watch so far, apart from battery life those not last more than 2days",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3773,"Looks ok, quite basic interface. Unfortunatly the strap brings my skin out in a rash so ive had to stop wearing it.",3.0 out of 5 stars,Fitbit FB507BKBK Versa
3774,"Veo hasta el tiempo, pero se come la batería en dos días",4.0 out of 5 stars,Fitbit FB507BKBK Versa
3778,Very nice,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3779,nice product,4.0 out of 5 stars,Fitbit FB507BKBK Versa
3782,They could improve battery life,3.0 out of 5 stars,Fitbit FB507BKBK Versa
3784,Mega teuer,1.0 out of 5 stars,Fitbit FB507BKBK Versa
3786,"I use the product to monitor sleep, heart rate steps, all is good.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3790,"Top Tracker, aber wie Alexa funktioniert weiß ich noch nicht.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3793,Muy buena oferta y muy buena calidad. La bateria dura mucho,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3798,Love my new Fitbit. Accurate and comfortable to wear. The only negative thing I have to say is that it needs to be charged quite regularly,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3802,Battery life is poor needs charging every 3-4 days,4.0 out of 5 stars,Fitbit FB507BKBK Versa
3803,Love my Fitbit Versa2,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3804,Easy to set up and excellent quality and price,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3815,"Easy to set up and use.
Only down side is battery life is short.
Easy and cheap enough to buy different coloured straps and screen protectors.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3820,I’m really pleased with my FitBit. Great motivator for moving more.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3826,Not getting notifications for oneplus5t. Waste of buying this OnePlus users!!,3.0 out of 5 stars,Fitbit FB507BKBK Versa
3831,Unfortunately I cannot connect my device to WiFi and the stair count now isn't working.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
3833,verbindet sich gut mit Handy,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3834,Ho sempre utilizzato Fitbit e continuerò a farlo... Bello ed utile!!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3836,Value for money.... Nice smart watch,4.0 out of 5 stars,Fitbit FB507BKBK Versa
3840,"Bought as a gift for my wife. Great product & very useful to track exercise. The app is really good as well. No complaints at all. Arrived quickly too, which is always good.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3845,"Excellent product, ideal for swimming. Lightweight and extremely accurate.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3848,Excellent,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3849,Ottimo prodotto nnlo senti praticamente a dosso quasi lo dimentichi. Perfetta l'integrazione con Alexsa per chi ha la casa smart. Unica pecca nn ti avverte seperde il Bluetooth.cmq soddisfattissimo dell'acquisto.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3850,"Très belle montre. Réglage facile grâce à son application mobile. Bonne autonomie.

Je recommande ce produit",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3851,There is a synchronisation issue with one plus mobile. Not aware why problem keeps repeating,4.0 out of 5 stars,Fitbit FB507BKBK Versa
3856,Great reasonably price smart watch and saved money buying from amazon rather than Fitbit direct.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3859,Bought as a gift and they love it.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3860,Stopped working after two months. Don't do it. My third Firbit. Never again,1.0 out of 5 stars,Fitbit FB507BKBK Versa
3863,Good,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3869,Battery drain in each day. Also had complain the seller but no reply.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
3872,Daughter loved it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3878,I am 78 years old and it helps to to keep an eye on my wellbeing.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3879,Nach einer Woche Gebrauch noch nicht zu bewerten.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
3880,Excellent product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3889,"This is my second fitbit versa purchase. The first one I had bought from an outlet abroad and the display had a problem within a year. Versa 2 is definitely an improved version, however, the battery life could have been better. A good smartwatch.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3890,Amazing,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3894,This watch is great . Just what i wanted,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3895,Great product. long battery life.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3899,I love this watch the strap is soft and the watch face is clear and bright,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3901,Love it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3905,Trust me it's not worth! Just the brand name sells!,1.0 out of 5 stars,Fitbit FB507BKBK Versa
3908,Looks nice,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3912,It works perfectly,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3919,I love how accurate it is.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3925,Good watch very comfortable,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3930,Wife loved great gift,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3931,First one only lasted a month . Amazon changed it no bother. See how long this one lasts,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3951,Great product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3963,"I have had FitBits for the last 5 years and this one is by far my favourite!!
I also feel it is a lot more accurate than others, the battery life is amazing and it is really clear to read and use.
Would definitely recommend!!",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3964,Loved it. At first. It appeared to be fantastic. But today the watch has burnt my skin so now I don't want to wear it. It wasn't an irritation from the strap. I actually felt it burn and immediately took it off to find a sore red burn mark on my wrist where the back of the watch sits. Very disheartening as I really did love this watch.,2.0 out of 5 stars,Fitbit FB507BKBK Versa
3969,totalement inutilisable avec mon xiaomi note 10...elle ne se synchronise qu'une fois à l'apparaillage et ensuite ça ne fonctionne plus...J'ai beau fermer le bluetooth redémarrer téléphone et montre...rien n'y fait je suis très déçue,1.0 out of 5 stars,Fitbit FB507BKBK Versa
3973,Very good,4.0 out of 5 stars,Fitbit FB507BKBK Versa
3974,I loved this product 😍,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3977,Love this and the app but today for some reason it’s not counting flights of stairs . Having looked online it says if you go to slow? Anyway I’m sure it will correct it’s self . Love the relax breathing exercise.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3978,"Simple, easy to use. Big battery drain when using anything that needs the phone app open eg Alexa! Good tracking during exercise.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3996,Funziona perfettamente,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3997,"Hook part of the belt is missing.
Loop part of belt received in 2 quantity .
Fitbit can’t be worn.",1.0 out of 5 stars,Fitbit FB507BKBK Versa
3999,"Funktioniert, bisschen Fummelei beim Einrichten.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4003,Great item,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4008,"Veramente stupendo, lo consiglio vivamente",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4010,"Value for money, nice look",4.0 out of 5 stars,Fitbit FB507BKBK Versa
4011,Absolutely fantastic!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4012,"L orologio è veramente stupendo e ricco di funzioni che non sto ad elencare. Il problema che con il nuovo aggiornamento i battiti del cuore non sono misurati correttamente, ne da quasi 30 in più in condizione di riposo.
Finché non verrà aggiornato, lo sconsiglio",3.0 out of 5 stars,Fitbit FB507BKBK Versa
4014,Lange Akkuzeit was man leider von anderen nicht sagen kann,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4022,Great to track everyday activity. Looks amazing,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4028,"Love my new versa 2 fitbit, I used to have the fitbit Inspire but decided to upgrade to the versa, it was easy to set up and the battery life is really good and I like the size of the face and the ease of use, it also has more exercise functions which I like, all in all I am very pleased with my purchase and would definitely recommend",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4030,Bought as gift  for my wife...never off her wrist and with velour change covers and straps is fashionably versatile and functionally useful.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4047,Good product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4061,"I replaced my old Fitbit with this one and, while I really like it, there are constant connection and sync problems - the app says to turn on my location settings on even though they are and the app has permissions.",4.0 out of 5 stars,Fitbit FB507BKBK Versa
4062,Didn't charge up. Fitbit are sending a replacement,1.0 out of 5 stars,Fitbit FB507BKBK Versa
4063,Breaks constantly,1.0 out of 5 stars,Fitbit FB507BKBK Versa
4066,Had one before,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4067,The only shortcoming is that the strap appears to have been assembled incorrectly and therefore appears to be inside out.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4072,Is not compatible with phone,1.0 out of 5 stars,Fitbit FB507BKBK Versa
4078,"Ottimo smartwatch, conta passi non prefetto, sensore cardio buono, ottima impermeabilità,più sportwatch che smartwatch, comunque contento dell’acquisto, autonomia 5/6 giorni con uso moderato, peccato per l’assenza del gps integrato",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4086,Perfect for sleep tracking and tracking my workouts,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4089,Top,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4090,"This piece of crap records steps if youre sitting still. Waste of time, avoid",1.0 out of 5 stars,Fitbit FB507BKBK Versa
4095,Great watch but poor battery life. Needs charging daily.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
4099,"Schöner großer Display, große Zahlen. Bis jetzt voll und ganz zufrieden, Preisleistung top.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4100,"Bought Dec, was for my daughters birthday end Feb, she wore it once till it need charged and now it won't turn on.",4.0 out of 5 stars,Fitbit FB507BKBK Versa
4106,"This item has started to burn my wife's wrist.
A great product but a very fatal flaw.

Do not buy if you dont want a burn mark on your wrist!",1.0 out of 5 stars,Fitbit FB507BKBK Versa
4107,Excellent display. Everything I wanted in a smart watch . Absolutely love it!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4108,"My box came empty, nothing but the cardboard in it. Now have to return it and hopefully get my money back!!",1.0 out of 5 stars,Fitbit FB507BKBK Versa
4112,Great watch and no itching or irritation with this model great bit of kit,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4118,"Have Just received this Fit bit, however I have had it on charge for a full 24hrs and is still not fully charged, it's just stayed at the same point. VERY DISAPPOINTED.",1.0 out of 5 stars,Fitbit FB507BKBK Versa
4121,This item arrived with the seal of the box broken and no watch inside !!,1.0 out of 5 stars,Fitbit FB507BKBK Versa
4122,Damaged and used products.  Extremely disappointed.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
4126,There are synchronization issue in the watch. Don't buy.,2.0 out of 5 stars,Fitbit FB507BKBK Versa
4128,I love it!! Perfect for tracking sleep and exercise.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4142,Brought this back in December and found it was not easy to set up and Pair to headphone and isnt very good value for money as today the screen has just gone completely blank and won't come back on and it's now out of return for the money I paid would expect a longer return time,1.0 out of 5 stars,Fitbit FB507BKBK Versa
4143,I bought it for my wife.  Seems to work very well.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4145,Love it.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
4148,Lovely stylish watch. Not sure the sleeping is very accurate.it tells me I had alot of sleep when I was awake alot with the baby. But otherwise is really good and the battery lasts nearly a week.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4149,I bought this and all was well for two months. Then it wouldn’t turn on or sync. Contacted Fitbit who after back and forth sent me a replacement. Not new and not boxed up etc so I suspect it’s a refurbished device. It won’t sync to Bluetooth so I can’t even find out if it’s working properly. No what I’ve come to to expect from a reputable company. Avoid like the plaque.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
4154,Love it!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4164,Warning you will need a smart phone to set up Alexa .if I knew this I would not have bought,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4170,"Leggero, schermo luminoso, molto carino soprattutto nell'abbinamento dei colori cassa e cinturino. Facile da ricaricare.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4192,"There is nothing I don't like, but I am struggling to get some of the apps on it to work, alexa is one of them. Some on it you have to pay for but I love it for other things.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4195,Great range of functions.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4198,I love receiving this.  has really helped me to feel motivated and keep on track,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4201,Excellent value my granddaughter will love this when she opens it Xmas day. Can’t wait to see her face,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4210,It's good.,3.0 out of 5 stars,Fitbit FB507BKBK Versa
4212,Ottimo prodotto ottimo venditore ma le recensioni le vorrei pagate con degli sconti,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4227,I have tried and tried to connect  it will not sync. It keeps saying that there is no internet.  I had a charge2 did not have much trouble with it. Just thought I would up date.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
4228,"Love this product, arrived quick and easy to set up",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4229,Nice to wear and easy to use,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4232,What you would expect from a smart watch,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4235,"Watch looks fantastic. No problems setting it up, or syncing the watch to my phone. Great purchase that i would recommend to anyone.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4241,Very happy with this item,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4244,V Good product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4249,"Have had mine 2 weeks and the strap pins are already ripped from the strap, do yourself a favour and order a better quality strap cos the standard one is rubbish. Accuracy is poor, it tracks me driving slowly in town as walking, so step count is way off. Hoping Fitbit get their act together and push an update. To be a market leader this watch falls well short of the mark",2.0 out of 5 stars,Fitbit FB507BKBK Versa
4251,I liked it so much I bought one for each family member,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4252,Leider nicht kompatibel mit Honor 10.,3.0 out of 5 stars,Fitbit FB507BKBK Versa
4253,So far so good,3.0 out of 5 stars,Fitbit FB507BKBK Versa
4258,Very good product. Not sure about accuracy as tracks weightlifting reps as steps..,4.0 out of 5 stars,Fitbit FB507BKBK Versa
4263,Absolutely love it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4267,"non lo uso per tutto quello che è in grado di fare, lo uso principalmente per la funzione nfc (pagamenti pay) e funziona alla grande, per la funzione passi non è affidabile, la batteria per il momento e per il mio uso dura 3 gg",4.0 out of 5 stars,Fitbit FB507BKBK Versa
4270,Great to have this.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4271,"Ottimo prodotto. Il miglior software sopratutto per le notifiche. Ah, si è anche rotto in garanzia, ma l'assistenza Fitbit mi ha seguito passo passo via Twitter e dopo neanche una settimana mi hanno recapitato un orologio sostitutivo. Meglio di cosi. Non ho neanche dovuto interpellare Amazon.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4274,"Replaced Samsung watch, for me absolutely spot on",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4275,"Had to return my Fitbit Versa 2 that faulted before 12 months old, i sent it in original box ,with booklet , charger etc the whole item. After 10/14 days i received back the Fitbit versa 2 refurbished, 2 straps ,1 large and 1 small. No box, no charger , no booklet, So if you have to return an item just send the bare minimum you have to and not all the box contents as you will lose them. I now need to buy a charger.",3.0 out of 5 stars,Fitbit FB507BKBK Versa
4277,"Very happy with the  watch and so is my partner , it's clear and easy to read.  Its built quality alot better then some of the other products they have.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4284,I’m very happy with it. I used every day.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4290,I love the simplicity of the navigation on the watch itself and the app. The detailed sleep analysis and other functions available in the app are amazing.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4291,"I absolutely love the watch, but sadly the strap has broken and literally fell off my arm after only having it a few weeks.",4.0 out of 5 stars,Fitbit FB507BKBK Versa
4296,Il top!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4300,"Very pleased, works wonderful. My one dislike is that alexa on the device isnt supported for some things but for little reminders it's great.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4302,"Ottimo orologio, leggero e molto pratico.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4308,Love this product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4311,"Ha superato le mie aspettative, non mi è piaciuto che dopo qualche giorno dall'acquisto è abbassato ulteriormente di prezzo",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4315,Really good!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4316,Great,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4321,"The media could not be loaded.
                
            
                
            
        
    
    










  
    
   Nach 1,5 Jahren plötzlich defekt. Startet nicht mehr, zeigt nur noch das Fitbit Logo an. Nie wieder Fitbit...",1.0 out of 5 stars,Fitbit FB507BKBK Versa
4328,Me decepciono que no se pueda pagar con el. Por lo demás todo genial,3.0 out of 5 stars,Fitbit FB507BKBK Versa
4331,Me encanta.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4334,Good,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4339,only lasted July till start April annoyed,2.0 out of 5 stars,Fitbit FB507BKBK Versa
4340,Value for money,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4342,ok,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4343,Absolutely love it!! Feels fantastic. The only issue is with the app on my phone as it can be slow to load. Definitely better than an apple watch and would recommend,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4344,Great product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4350,Great value for money. Pitty it has no GPS but works well with teh phone assisted GPS,4.0 out of 5 stars,Fitbit FB507BKBK Versa
4351,Ottimo prodotto! Ottima spedizione!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4352,Arrived on time & excellent quality item & would recommend the fir bit,4.0 out of 5 stars,Fitbit FB507BKBK Versa
4353,Molte funzioni...oggetto simpatico ed utile!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4357,Cadeau à ma femme,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4358,"It is a nice, light, fashion apt watch. It works perfect according to its price value!! Will recommend it to buy for daily use!!",4.0 out of 5 stars,Fitbit FB507BKBK Versa
4363,"Great, I upgraded from the charge 3.  It is similar but looks a lot more modern.  Very happy",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4364,Like everything,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4369,Excellent product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4370,Bought as a gift for my son. He is very happy with it.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4371,Dissappointed in the inaccuracy of swimming lengths counted.... ave 15% MISSING .,4.0 out of 5 stars,Fitbit FB507BKBK Versa
4373,Excellent,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4374,Good watch but the strap has split! Only brought it 2 weeks ago.,3.0 out of 5 stars,Fitbit FB507BKBK Versa
4375,works well,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4377,Tut nicht was sie soll,2.0 out of 5 stars,Fitbit FB507BKBK Versa
4382,So disappointed with Amazon. Had to return it because the box appears damaged and there is no fitbit watch inside. Just the charger and one strap. It seemed that someone has opened the box and took the watch. I am extremely frustrated as it is not a cheap product and has to wait for refund,1.0 out of 5 stars,Fitbit FB507BKBK Versa
4390,"I bought this to replace an older version and love the big face and how easy it is to read the screen, took me a while to work it all out but absolutely love it and would recommend.
Nice big charger included and extra strap part to fit larger wrists.
Had toyed with getting iwatch but as a tracker you cant beat the Fitbit.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4396,elegant and ideal product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4399,The button setup is not good,1.0 out of 5 stars,Fitbit FB507BKBK Versa
4402,"Great value, love the colour. Easy setup and app works well. Battery also lasts a lot longer than Apple watch",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4404,"Sleek, stylish and modern.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4410,Leider lässt sich Amazon Music Unlimited nicht mit der Uhr verknüpfen. Ansonsten bin ich damit sehr zufrieden.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4413,Nice Product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4414,"I was delivered a cheap pc mouse.

Have arranged a return and waiting for a replacement.",1.0 out of 5 stars,Fitbit FB507BKBK Versa
4416,Very happy with the Fitbit versa 2. Moved up a model and wasn’t disappointed,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4418,"It has taken my husband a little while to get used it this, he used to have a Fitbit surge. Seems to like it though.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4420,Tolle Smartwatch,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4423,The screen went staticy after a couple months and then a few more months after it was replaced the same thing has happened again,1.0 out of 5 stars,Fitbit FB507BKBK Versa
4425,"The media could not be loaded.
                
            
                
            
        
    
    










  
  
    
   Good product easy to use",4.0 out of 5 stars,Fitbit FB507BKBK Versa
4429,"Great battery life, good walking and sleep tracking.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4433,"Ottimo nella qualità del materiale, comodo e leggero. Display ben luminoso sotto la luce del sole, funzioni semplici, ottimo per lo sport ed elegante in ogni occasione. Nulla a che invidiare ai migliori marchi....",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4434,"Good for my needs, I can check my running routine and it's well integrated with the app.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4435,"Absolutely loving my new Fitbit Versa 2 watch, upgraded from the Blaze and it’s amazing. Would definitely recommend!",5.0 out of 5 stars,Fitbit FB507BKBK Versa
4438,I live on my own and I can turn my hand to most things but when I recurved my watch it was and still is very complicated to set up and I am very sad because it cost me a lot of money to buy it as I’ve always wanted a smart watch.I have a good mind to send it back,1.0 out of 5 stars,Fitbit FB507BKBK Versa
4443,Value for Money,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4445,Leider am Anfang ziemlich unangenehmer Geruch! Nach einigen malen abwaschen ging der Geruch langsam weg.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
4451,It’s not that bad but accuracy isn’t  always right I think versa 3 is better plus a little prize difference is there so if ur purchasing versa 2 I would prefer versa 3,3.0 out of 5 stars,Fitbit FB507BKBK Versa
4452,Omg my son brought me this for my Christmas I love it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4456,Love this tracker watch. Unfortunately I am allergic to it and waiting for my wrist to heal/get used to it.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4457,Do not support Arabic.  Consume phone battery,3.0 out of 5 stars,Fitbit FB507BKBK Versa
4459,Previously had Charge 2 which was good. Very happy with new Versa 2. Much lighter than I thought it would be. Works well and screen is much better - I can actually see the screen to be able to tell the time!! didn’t particularly like the strap but I always change mine for a magnetic metal strap anyway so it wasn’t an issue for me.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4466,Love the waterproof element as I can now go swimming.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4469,"I am happy so far, no problems, lower quality than the apple watch but good value for money",4.0 out of 5 stars,Fitbit FB507BKBK Versa
4471,sehr brauchbar,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4473,Good product but battery life is not that great as compared to other products available at same price .,4.0 out of 5 stars,Fitbit FB507BKBK Versa
4476,"Eigentlich eine super Uhr,  leider nach 3 Monaten kaputt und man erreicht den Hersteller nicht",1.0 out of 5 stars,Fitbit FB507BKBK Versa
4485,Muy contento  con el reloj,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4486,The watch is causing me a tingling and numb pain in my arm it seems to be quite common with fitbit from the forum's I am returning the item for a refund.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
4494,"It never worked, would not connect to wifi to get update ...returned",1.0 out of 5 stars,Fitbit FB507BKBK Versa
4496,Operations and Appearance both are Amazing.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4498,Alexa is great for alarms timers. The find my phone is also a great item,5.0 out of 5 stars,Fitbit FB507BKBK Versa
4500,The product was defective.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
4502,I’ve bought this for a friend so hopefully it’s fine,5.0 out of 5 stars,Fitbit FB507BKBK Versa
